domain,fqcn,member,kind,signature_or_value,notes
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,IInput createItemList(ItemLike... prov),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,"IInput createItemList(int size, ItemLike... prov)",DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,"IInput createItemList(int size, boolean or, ItemLike... prov)",DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,IInput createItemList(ItemStack... prov),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,"IInput createItemList(int size, ItemStack... prov)",DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,"IInput createItemList(int size, boolean or, ItemStack... stacks)",DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,getComponents,method,List<ItemStack> getComponents(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,getInputSize,method,int getInputSize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,matches,method,boolean matches(ItemStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemStackInput,getComponents,method,List<ItemStack> getComponents(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemStackInput,getInputSize,method,int getInputSize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemStackInput,matches,method,boolean matches(ItemStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemStackInput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemStackInput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,getComponents,method,List<ItemStack> getComponents(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,asIngredient,method,Ingredient asIngredient(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,getInputSize,method,int getInputSize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,matches,method,boolean matches(ItemStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,asIngredient,method,Ingredient asIngredient(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,getComponents,method,List<ItemStack> getComponents(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,getInputSize,method,int getInputSize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,matches,method,boolean matches(ItemStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.queue.IInputter,addItemIntoSlot,method,"void addItemIntoSlot(int slot, ItemStack stack)",DECLARED
recipes,ic2.api.recipes.ingridients.queue.IStackOutput,addToInventory,method,boolean addToInventory(IInputter inventory),DECLARED
recipes,ic2.api.recipes.ingridients.queue.IStackOutput,getStack,method,ItemStack getStack(),DECLARED
recipes,ic2.api.recipes.ingridients.queue.IStackOutput,save,method,void save(CompoundTag save),DECLARED
recipes,ic2.api.recipes.ingridients.queue.MultiStackOutput,addToInventory,method,boolean addToInventory(IInputter inventory),DECLARED
recipes,ic2.api.recipes.ingridients.queue.MultiStackOutput,getStack,method,ItemStack getStack(),DECLARED
recipes,ic2.api.recipes.ingridients.queue.MultiStackOutput,save,method,void save(CompoundTag save),DECLARED
recipes,ic2.api.recipes.ingridients.queue.SimpleStackOutput,addToInventory,method,boolean addToInventory(IInputter inventory),DECLARED
recipes,ic2.api.recipes.ingridients.queue.SimpleStackOutput,getStack,method,ItemStack getStack(),DECLARED
recipes,ic2.api.recipes.ingridients.queue.SimpleStackOutput,save,method,void save(CompoundTag save),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.BaseRecipeOutput,generators,field,List<IOutputGenerator> generators,unknown
recipes,ic2.api.recipes.ingridients.recipes.BaseRecipeOutput,handleGenerators,method,"void handleGenerators(List<IOutputGenerator> generators, List<ItemStack> outputs)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,onRecipeProcessed,method,"List<ItemStack> onRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,onRecipeProcessed,method,"List<ItemStack> onRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags, IRecipeOverride overrides)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,getChance,method,float getChance(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,getAllOutputs,method,List<ItemStack> getAllOutputs(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,getMetadata,method,CompoundTag getMetadata(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,getExperience,method,float getExperience(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IFluidRecipeOutput,onFluidRecipeProcessed,method,"List<FluidStack> onFluidRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags, ItemStack input)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IFluidRecipeOutput,onFluidRecipeProcessed,method,"List<FluidStack> onFluidRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags, ItemStack input, IRecipeOverride overrides)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IFluidRecipeOutput,getAllFluidOutputs,method,List<FluidStack> getAllFluidOutputs(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IFluidRecipeOutput,copyFluids,method,List<FluidStack> copyFluids(List<FluidStack> copy),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,EMPTY_COMPOUND,field,CompoundTag EMPTY_COMPOUND,unknown
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,onRecipeProcessed,method,"List<ItemStack> onRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,onRecipeProcessed,method,"List<ItemStack> onRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags, IRecipeOverride overrides)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,getAllOutputs,method,List<ItemStack> getAllOutputs(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,getMetadata,method,CompoundTag getMetadata(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,getExperience,method,float getExperience(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,copyItems,method,List<ItemStack> copyItems(List<ItemStack> copy),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutputChance,getChance,method,float getChance(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,onRecipeProcessed,method,"List<ItemStack> onRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,getAllOutputs,method,List<ItemStack> getAllOutputs(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,onFluidRecipeProcessed,method,"List<FluidStack> onFluidRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags, ItemStack input)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,getAllFluidOutputs,method,List<FluidStack> getAllFluidOutputs(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,getMetadata,method,CompoundTag getMetadata(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,getExperience,method,float getExperience(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,onRecipeProcessed,method,"List<ItemStack> onRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,getAllOutputs,method,List<ItemStack> getAllOutputs(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,getMetadata,method,CompoundTag getMetadata(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,getExperience,method,float getExperience(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SawMillOutput,RECIPE_FLAG,field,String RECIPE_FLAG,"""saw_upgrade"""
recipes,ic2.api.recipes.ingridients.recipes.SawMillOutput,onRecipeProcessed,method,"List<ItemStack> onRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SimpleFluidOutput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SimpleFluidOutput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SimpleFluidOutput,onFluidRecipeProcessed,method,"List<FluidStack> onFluidRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags, ItemStack input)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SimpleFluidOutput,getAllFluidOutputs,method,List<FluidStack> getAllFluidOutputs(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,outputs,field,List<ItemStack> outputs,unknown
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,nbt,field,CompoundTag nbt,unknown
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,xp,field,float xp,unknown
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,onRecipeProcessed,method,"List<ItemStack> onRecipeProcessed(RandomSource rand, CompoundTag persistentData, CompoundTag recipeFlags)",DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,getAllOutputs,method,List<ItemStack> getAllOutputs(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,getMetadata,method,CompoundTag getMetadata(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,getExperience,method,float getExperience(),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.misc.ICanEffect,onFoodEaten,method,"void onFoodEaten(ItemStack stack, Player player)",DECLARED
recipes,ic2.api.recipes.misc.ICanEffect,getTooltip,method,Component getTooltip(),DECLARED
recipes,ic2.api.recipes.misc.ICanEffect,getOverrideIcon,method,TextureAtlasSprite getOverrideIcon(),DECLARED
recipes,ic2.api.recipes.misc.ICanEffect,getID,method,ResourceLocation getID(),DECLARED
recipes,ic2.api.recipes.misc.RecipeFlags,RecipeFlags,enum,"CONSUME_CONTAINERS,KEEP_IN_INPUT,HIDE_RECIPE",
recipes,ic2.api.recipes.misc.RecipeMods,RecipeMods,enum,"ENERGY_USAGE,RECIPE_TIME",
recipes,ic2.api.recipes.misc.SimpleCanEffect,setRandom,method,SimpleCanEffect setRandom(float chance),DECLARED
recipes,ic2.api.recipes.misc.SimpleCanEffect,setTexture,method,SimpleCanEffect setTexture(ResourceLocation texture),DECLARED
recipes,ic2.api.recipes.misc.SimpleCanEffect,setTooltip,method,SimpleCanEffect setTooltip(Component component),DECLARED
recipes,ic2.api.recipes.misc.SimpleCanEffect,onFoodEaten,method,"void onFoodEaten(ItemStack stack, Player player)",DECLARED
recipes,ic2.api.recipes.misc.SimpleCanEffect,getTooltip,method,Component getTooltip(),DECLARED
recipes,ic2.api.recipes.misc.SimpleCanEffect,getOverrideIcon,method,TextureAtlasSprite getOverrideIcon(),DECLARED
recipes,ic2.api.recipes.misc.SimpleCanEffect,getID,method,ResourceLocation getID(),DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addShapedIC2Recipe,method,"void addShapedIC2Recipe(String location, ItemStack output, Object... args)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addShapelessIC2Recipe,method,"void addShapelessIC2Recipe(String location, ItemStack output, Object... args)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addRepairIC2Recipe,method,"void addRepairIC2Recipe(String location, IRepairable repair, IInput repairMaterial, int effect, Object... args)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addShapedRecipe,method,"void addShapedRecipe(ResourceLocation location, ItemStack output, Object... args)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addShapelessRecipe,method,"void addShapelessRecipe(ResourceLocation location, ItemStack output, Object... args)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addRepairRecipe,method,"void addRepairRecipe(ResourceLocation id, IRepairable repair, IInput repairMaterial, int effect, Object... args)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,removeCraftingRecipe,method,void removeCraftingRecipe(ResourceLocation id),DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addIC2SmeltingRecipe,method,"void addIC2SmeltingRecipe(String location, ItemStack output, Object input, SmeltingType... types)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addIC2SmeltingRecipe,method,"void addIC2SmeltingRecipe(String location, ItemStack output, Object input, float xp, SmeltingType... types)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addIC2SmeltingRecipe,method,"void addIC2SmeltingRecipe(String location, ItemStack output, Object input, float xp, float extraTime, SmeltingType... types)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addSmeltingRecipe,method,"void addSmeltingRecipe(ResourceLocation location, ItemStack output, Object input, SmeltingType... types)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addSmeltingRecipe,method,"void addSmeltingRecipe(ResourceLocation location, ItemStack output, Object input, float xp, SmeltingType... types)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addSmeltingRecipe,method,"void addSmeltingRecipe(ResourceLocation location, ItemStack output, Object input, float xp, float extraTime, SmeltingType... types)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,removeSmeltingRecipe,method,"void removeSmeltingRecipe(ResourceLocation id, SmeltingType... types)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addStoneCutterRecipe,method,"void addStoneCutterRecipe(ResourceLocation location, ItemStack output, Object input)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addStoneCutterIC2Recipe,method,"void addStoneCutterIC2Recipe(String location, ItemStack output, Object input)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,removeStoneCutterRecipe,method,void removeStoneCutterRecipe(ResourceLocation id),DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addSmithingRecipe,method,"void addSmithingRecipe(ResourceLocation location, Object main, Object secondary, ItemStack output)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,addSmithingIC2Recipe,method,"void addSmithingIC2Recipe(String location, Object main, Object secondary, ItemStack output)",DECLARED
recipes,ic2.api.recipes.registries.IAdvancedCraftingManager,removeSmithingRecipe,method,void removeSmithingRecipe(ResourceLocation id),DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,registerRepairable,method,"void registerRepairable(IRepairable repair, IInput input, int repairAmount)",DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,removeRepairable,method,void removeRepairable(IRepairable repair),DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,getRepairableItem,method,"Tuple<IInput, Integer> getRepairableItem(ItemStack input, ItemStack repair, boolean compareStack)",DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,getRepairItems,method,"Map<Item, List<Tuple<IInput, Integer>>> getRepairItems()",DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,registerFuelValue,method,"void registerFuelValue(ItemStack stack, int amount)",DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,registerFuelMultiplier,method,"void registerFuelMultiplier(ItemStack stack, float multiplier)",DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,removeValue,method,void removeValue(ItemStack stack),DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,getValueForStack,method,FuelValue getValueForStack(ItemStack stack),DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,getFuels,method,List<FuelValue> getFuels(),DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,registerFillable,method,"void registerFillable(ItemStack container, IInput fillable, ItemStack output)",DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,hasContainer,method,boolean hasContainer(ItemStack container),DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,removeFillable,method,void removeFillable(ItemStack container),DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,removeFillable,method,"void removeFillable(ItemStack container, ItemStack fillable)",DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,getFillOutput,method,"Tuple<IInput, ItemStack> getFillOutput(ItemStack container, ItemStack toFill, boolean compareStack)",DECLARED
recipes,ic2.api.recipes.registries.ICannerRecipeRegistry,getFillables,method,"Map<ItemStack, List<Tuple<IInput, ItemStack>>> getFillables()",DECLARED
recipes,ic2.api.recipes.registries.IElectrolyzerRecipeList,CHARGE,field,int CHARGE,1
recipes,ic2.api.recipes.registries.IElectrolyzerRecipeList,DISCHARGE,field,int DISCHARGE,2
recipes,ic2.api.recipes.registries.IElectrolyzerRecipeList,addChargeRecipe,method,"void addChargeRecipe(ResourceLocation id, ItemStack input, ItemStack output, int energy)",DECLARED
recipes,ic2.api.recipes.registries.IElectrolyzerRecipeList,addDischargeRecipe,method,"void addDischargeRecipe(ResourceLocation id, ItemStack input, ItemStack output, int energy)",DECLARED
recipes,ic2.api.recipes.registries.IElectrolyzerRecipeList,addDualRecipe,method,"void addDualRecipe(ResourceLocation id, ItemStack input, ItemStack output, int energy)",DECLARED
recipes,ic2.api.recipes.registries.IElectrolyzerRecipeList,addRecipe,method,"void addRecipe(ResourceLocation id, ItemStack input, ItemStack output, int flags, int energy)",DECLARED
recipes,ic2.api.recipes.registries.IElectrolyzerRecipeList,removeRecipe,method,"void removeRecipe(ItemStack input, boolean charge)",DECLARED
recipes,ic2.api.recipes.registries.IElectrolyzerRecipeList,removeRecipe,method,void removeRecipe(ResourceLocation id),DECLARED
recipes,ic2.api.recipes.registries.IElectrolyzerRecipeList,getRecipes,method,List<ElectrolyzerRecipe> getRecipes(),DECLARED
recipes,ic2.api.recipes.registries.IElectrolyzerRecipeList,getRecipe,method,"ElectrolyzerRecipe getRecipe(ItemStack input, boolean charge, boolean compareSize)",DECLARED
recipes,ic2.api.recipes.registries.IFluidFuelRegistry,addFuel,method,"void addFuel(Fluid fluid, int ticksPerBucket, int euPerTick)",DECLARED
recipes,ic2.api.recipes.registries.IFluidFuelRegistry,removeFuel,method,void removeFuel(Fluid fluid),DECLARED
recipes,ic2.api.recipes.registries.IFluidFuelRegistry,getFuels,method,List<FuelEntry> getFuels(),DECLARED
recipes,ic2.api.recipes.registries.IFluidFuelRegistry,getFuel,method,FuelEntry getFuel(Fluid fluid),DECLARED
recipes,ic2.api.recipes.registries.IFoodCanRegistry,registerEffect,method,Item registerEffect(ICanEffect effect),DECLARED
recipes,ic2.api.recipes.registries.IFoodCanRegistry,getEffect,method,ICanEffect getEffect(ResourceLocation location),DECLARED
recipes,ic2.api.recipes.registries.IFoodCanRegistry,getAllEffects,method,List<ResourceLocation> getAllEffects(),DECLARED
recipes,ic2.api.recipes.registries.IFoodCanRegistry,getEffectItem,method,Item getEffectItem(ResourceLocation item),DECLARED
recipes,ic2.api.recipes.registries.IFoodCanRegistry,registerItemForEffect,method,"void registerItemForEffect(ItemStack stack, ResourceLocation location)",DECLARED
recipes,ic2.api.recipes.registries.IFoodCanRegistry,getEffectForFood,method,ResourceLocation getEffectForFood(ItemStack stack),DECLARED
recipes,ic2.api.recipes.registries.IFoodCanRegistry,getItemForFood,method,Item getItemForFood(ItemStack food),DECLARED
recipes,ic2.api.recipes.registries.IFusionRecipeList,addFuel,method,"void addFuel(Item fuel, int fuelValue, float productionRate, boolean consumed)",DECLARED
recipes,ic2.api.recipes.registries.IFusionRecipeList,getFuel,method,FusionFuel getFuel(Item item),DECLARED
recipes,ic2.api.recipes.registries.IFusionRecipeList,removeFuel,method,void removeFuel(Item item),DECLARED
recipes,ic2.api.recipes.registries.IFusionRecipeList,getFuels,method,List<FusionFuel> getFuels(),DECLARED
recipes,ic2.api.recipes.registries.IFusionRecipeList,FusionFuel,method,"record FusionFuel(Item fuel, int fuelValue, float productionRate, boolean consumed)",DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,registerInput,method,"void registerInput(ResourceLocation location, Class<IInput> clz, Function<FriendlyByteBuf, IInput> creator, Function<JsonObject, IInput> serializer, Function<Object, IInput> maker)",DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,registerRecipeOutput,method,"void registerRecipeOutput(ResourceLocation location, Class<IRecipeOutput> clz, Function<FriendlyByteBuf, IRecipeOutput> creator, Function<JsonObject, IRecipeOutput> serializer)",DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,registerFluidOutput,method,"void registerFluidOutput(ResourceLocation location, Class<IFluidRecipeOutput> clz, Function<FriendlyByteBuf, IFluidRecipeOutput> creator, Function<JsonObject, IFluidRecipeOutput> serializer)",DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,registerQueue,method,"void registerQueue(ResourceLocation location, Class<IStackOutput> clz, Function<CompoundTag, IStackOutput> creator)",DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,registerOutputGenerators,method,"void registerOutputGenerators(ResourceLocation location, Class<IOutputGenerator> clz, Function<JsonObject, IOutputGenerator> creator)",DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,writeInput,method,"void writeInput(IInput input, FriendlyByteBuf buffer)",DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,writeRecipeOutput,method,"void writeRecipeOutput(IRecipeOutput output, FriendlyByteBuf buffer)",DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,writeFluidOutput,method,"void writeFluidOutput(IFluidRecipeOutput output, FriendlyByteBuf buffer)",DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,writeQueue,method,CompoundTag writeQueue(IStackOutput queue),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,readInput,method,IInput readInput(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,createOutput,method,IRecipeOutput createOutput(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,createFluidOutput,method,IFluidRecipeOutput createFluidOutput(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,readQueue,method,IStackOutput readQueue(CompoundTag nbt),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,readInput,method,IInput readInput(JsonObject obj),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,readOutput,method,IRecipeOutput readOutput(JsonObject obj),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,readFluidOutput,method,IFluidRecipeOutput readFluidOutput(JsonObject obj),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,readOutputGenerator,method,IOutputGenerator readOutputGenerator(JsonObject obj),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,createInputFrom,method,IInput createInputFrom(Object obj),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,serializeInput,method,JsonObject serializeInput(IInput input),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,serializeOutput,method,JsonObject serializeOutput(IRecipeOutput output),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,serializeFluidOutput,method,JsonObject serializeFluidOutput(IFluidRecipeOutput output),DECLARED
recipes,ic2.api.recipes.registries.IIngredientRegistry,serializeOutputGenerator,method,JsonObject serializeOutputGenerator(IOutputGenerator generator),DECLARED
recipes,ic2.api.recipes.registries.IListenableRegistry,registerListener,method,void registerListener(Consumer<T> listener),DECLARED
recipes,ic2.api.recipes.registries.IMachineRecipeList,addRecipe,method,void addRecipe(RecipeEntry recipe),DECLARED
recipes,ic2.api.recipes.registries.IMachineRecipeList,addRecipe,method,"void addRecipe(ResourceLocation id, IRecipeOutput output, IInput... inputs)",DECLARED
recipes,ic2.api.recipes.registries.IMachineRecipeList,addSimpleRecipe,method,"void addSimpleRecipe(ResourceLocation id, ItemStack output, Object... inputs)",DECLARED
recipes,ic2.api.recipes.registries.IMachineRecipeList,addSimpleRecipe,method,"void addSimpleRecipe(ResourceLocation id, ItemStack output, CompoundTag data, Object... inputs)",DECLARED
recipes,ic2.api.recipes.registries.IMachineRecipeList,addXPRecipe,method,"void addXPRecipe(ResourceLocation id, ItemStack output, float xp, Object... inputs)",DECLARED
recipes,ic2.api.recipes.registries.IMachineRecipeList,addXPRecipe,method,"void addXPRecipe(ResourceLocation id, ItemStack output, float xp, CompoundTag data, Object... inputs)",DECLARED
recipes,ic2.api.recipes.registries.IMachineRecipeList,addChanceRecipe,method,"void addChanceRecipe(ResourceLocation id, ItemStack output, float xp, float chance, Object... inputs)",DECLARED
recipes,ic2.api.recipes.registries.IMachineRecipeList,addChanceRecipe,method,"void addChanceRecipe(ResourceLocation id, ItemStack output, float xp, float chance, CompoundTag data, Object... inputs)",DECLARED
recipes,ic2.api.recipes.registries.IMachineRecipeList,addRangeRecipe,method,"void addRangeRecipe(ResourceLocation id, ItemStack output, int minValue, int maxValue, Object... inputs)",DECLARED
recipes,ic2.api.recipes.registries.IMachineRecipeList,addRangeRecipe,method,"void addRangeRecipe(ResourceLocation id, ItemStack output, int minValue, int maxValue, CompoundTag data, Object... inputs)",DECLARED
